GENDER,CUST_ACCOUNT_CNT,CUST_SAVING_AMT,CUST_ASSET_AMT,CUST_DEBT_AMT,CUST_ACCOUNT_OPEN_CNT,OCN,age,INV-OR
1,3,58849.64,58849.64,0,7,0,38,0
1,2,1712.11,1712.11,0,3,0,45,0
2,2,81.8,43892.82,0,4,3,37,0
2,15,1406056.77,4874986.31,0,37,4,45,1
2,1,14689.46,14689.46,0,2,0,71,0
1,2,67572.08,67572.08,1611841.91,2,8,49,0
2,9,7531.46,7531.46,0,15,0,40,0
2,2,5353.93,5353.93,0,9,0,39,0
2,2,1162.16,1162.16,0,2,0,48,0
2,3,105.51,105.51,0,18,0,114,0
2,2,41986.87,41986.87,0,3,0,52,0
2,5,28147.39,297752.73,0,29,8,51,1
2,3,20377.93,20377.93,0,4,8,56,0
2,30,547909.69,547909.69,0,41,0,66,0
1,2,205561.45,205561.45,0,25,8,40,0
2,1,41400,41400,0,2,0,40,0
2,23,212032.17,212032.17,0,76,3,49,0
2,10,100037.41,1100037.41,0,26,6,44,0
1,8,57815.32,57815.32,0,101,8,61,0
2,3,24799.63,24799.63,0,8,0,44,0
2,4,3252.68,3252.68,1996566.42,5,1,43,0
1,1,2932.01,2932.01,0,1,0,63,0
1,1,1403.75,1403.75,0,1,8,48,0
2,7,17283.06,431188.04,0,119,0,35,1
2,9,14027.64,14027.64,0,21,8,37,0
1,7,5131.5,5131.5,0,10,0,50,0
1,3,7976.61,7976.61,0,5,0,41,0
1,2,103991.58,103991.58,0,3,0,59,0
1,2,6443.95,6443.95,0,13,0,44,0
2,1,35832.27,35832.27,0,2,0,44,0
1,9,107260.67,107260.67,674359.52,36,4,42,0
1,1,3878.88,3878.88,0,1,0,38,0
1,1,75830.25,75830.25,0,2,0,56,0
2,5,76656.04,76656.04,0,9,0,38,0
2,3,14266.58,14266.58,0,4,0,56,0
2,5,525.43,525.43,0,8,0,48,0
2,1,7060.29,7060.29,0,1,4,41,0
2,1,18.24,18.24,0,5,2,55,0
2,2,51761.56,51761.56,0,8,0,49,0
1,3,30387.3,30387.3,0,3,4,32,0
2,2,34427.98,34427.98,0,7,0,41,0
1,3,10047.41,10047.41,0,4,0,59,0
2,0,0,0,0,6,0,54,0
1,2,60.86,60.86,0,2,0,36,0
1,3,1123.2,1123.2,0,3,0,55,0
2,4,2963.83,2963.83,0,4,0,64,0
2,3,150022.17,150022.17,0,6,8,57,0
2,6,2685.79,233297.81,0,13,0,49,1
1,1,11951.66,11951.66,0,3,0,48,0
1,5,0.01,20318.44,0,9,4,72,0
1,7,36244.29,157948.05,0,14,0,65,0
2,2,76.55,567385.97,0,4,8,61,1
2,1,2060.38,2060.38,0,3,3,50,0
1,1,1924.73,1924.73,288450.55,1,8,39,0
2,5,12759.17,12759.17,0,5,6,32,0
1,1,1700.48,1700.48,0,1,0,36,0
1,1,11983.05,11983.05,0,1,0,45,0
2,2,64.32,64.32,0,4,0,54,0
1,8,184896.07,8684896.07,0,99,3,70,0
2,1,41401.13,41401.13,0,13,8,51,0
1,2,88572.03,88572.03,0,4,4,40,0
1,1,8066.04,8066.04,0,1,0,58,0
1,4,637.67,637.67,0,12,8,45,0
1,26,13550.96,13550.96,0,91,2,36,0
1,2,27.22,27.22,0,5,4,63,0
1,5,1851.03,1851.03,0,16,8,49,0
1,2,720.71,720.71,0,3,4,50,0
1,2,8578.88,8578.88,0,2,0,52,0
1,1,98.87,98.87,0,2,0,37,0
2,3,325899.88,516155.21,0,13,0,54,1
2,8,35723.66,35723.66,0,25,0,42,0
2,2,1479.85,1479.85,0,2,8,49,0
2,2,427.4,427.4,0,2,0,55,0
1,2,4854.72,4854.72,0,3,0,49,0
2,2,1177.34,1177.34,0,2,0,34,0
1,1,60990.77,60990.77,0,1,0,39,0
1,2,5519.1,5519.1,0,2,0,43,0
1,1,34622.48,34622.48,0,1,3,35,0
1,2,23754.96,23754.96,0,2,0,56,0
1,1,111863.3,165263.36,0,1,0,36,1
2,2,270.55,270.55,0,2,4,34,0
2,2,207.67,207.67,0,2,0,34,0
1,2,1168.43,1168.43,0,2,8,38,0
1,2,5019.71,5019.71,0,2,0,35,0
1,2,639.76,639.76,0,2,0,36,0
1,2,815.69,815.69,0,5,0,34,0
1,2,796.34,796.34,0,2,0,36,0
2,2,7118.31,7118.31,0,32,0,36,0
1,9,320762.37,320762.37,0,13,0,45,0
1,19,562435.82,562435.82,0,20,8,65,0
2,1,1476.2,1476.2,0,1,4,35,0
1,1,3512.28,3512.28,0,1,0,34,0
2,7,39431.21,39431.21,0,10,0,54,0
1,3,3.16,3.16,0,9,0,50,0
2,1,52961.83,317832.14,0,1,8,53,1
1,5,64900.37,65546.7,0,5,2,46,0
1,1,4551.64,4551.64,0,1,8,53,0
2,8,26248.88,841047.19,0,75,0,62,1
2,1,4785,4785,0,1,0,40,0
1,2,4298.66,84298.66,0,5,0,62,0
1,1,41556.54,41556.54,0,1,1,56,0
1,9,474919.46,474919.46,0,16,0,63,0
2,2,134.01,200892.53,0,3,4,65,1
1,1,4489.78,4489.78,0,2,0,38,0
1,1,1977.44,1977.44,0,1,0,50,0
1,1,929.46,929.46,0,1,0,44,0
1,1,2183.27,2183.27,0,1,8,47,0
1,1,5933.73,5933.73,0,1,0,54,0
1,4,4677.51,4677.51,0,4,4,35,0
2,9,4550.37,4550.37,0,139,8,57,0
1,1,837.58,837.58,0,1,6,53,0
2,2,11274.52,11274.52,0,2,0,61,0
2,8,303403.28,403626.23,0,36,0,45,1
2,14,7065.39,1177260.08,0,69,0,67,1
2,2,1171.31,1171.31,0,2,0,35,0
2,1,8338.01,8338.01,0,1,0,56,0
2,2,257.28,51315.12,0,7,0,58,0
1,2,5014.16,5014.16,0,12,0,52,0
1,6,3017.17,3017.17,0,12,8,53,0
2,3,47310.39,189684.25,0,25,0,53,1
1,2,511.38,511.38,0,29,0,58,0
1,15,68558.91,272093.62,0,41,0,57,1
1,1,3329.16,3329.16,35833.55,1,8,59,0
1,4,733,733,0,9,0,50,0
2,21,953770.17,961430.28,0,30,8,36,0
2,3,100440,100440,0,6,0,78,0
1,0,0,0,0,1,0,50,0
1,2,12.28,12.28,0,6,3,55,0
2,1,6453.19,6453.19,0,1,8,54,0
2,5,165.55,165.55,0,12,0,58,0
2,1,2275.64,2275.64,0,1,0,56,0
2,15,1187167.08,3930993.33,439302.97,103,3,49,1
2,2,5498.85,5498.85,1372924,3,8,44,0
2,4,3173.74,3173.74,0,4,0,49,0
2,3,9040.53,44087.52,0,4,0,30,1
1,5,3749.66,3749.66,0,36,0,37,0
1,1,967.98,967.98,0,1,0,44,0
2,4,48798.44,48798.44,0,14,3,49,0
1,1,18376.81,18376.81,0,1,0,41,0
1,2,36.33,36.33,0,4,0,38,0
2,20,297893.23,412571.45,0,75,3,51,1
2,17,232238.62,1232238.62,0,31,4,37,0
2,2,93687.16,93687.16,0,7,4,37,0
1,2,18542.57,118733.55,0,12,0,40,1
1,1,597.34,597.34,0,1,8,36,0
2,7,25480.01,25480.01,0,15,8,53,0
2,7,273796.82,273796.82,0,29,3,36,0
1,1,129155.59,129155.59,0,1,4,40,0
1,1,902.13,902.13,0,1,0,35,0
1,10,82903.25,740131.96,0,119,4,36,0
0,1,1324.07,1324.07,0,1,0,113,0
1,91,2287181.8,2287181.8,0,115,0,60,0
0,1,2811.66,2811.66,0,1,0,113,0
0,1,1192.03,1192.03,0,1,0,113,0
0,1,5508.56,5508.56,0,1,0,113,0
1,1,1921.25,1921.25,0,3,2,36,0
0,1,61309.4,61309.4,0,1,0,113,0
0,1,6110.88,6110.88,0,1,0,113,0
0,1,90777.6,90777.6,0,1,0,113,0
0,1,45178.2,45178.2,0,1,0,113,0
0,1,715.1,715.1,0,1,0,113,0
0,1,7868.82,7868.82,0,1,0,113,0
0,1,31251.6,31251.6,0,1,0,113,0
0,1,687.98,687.98,0,1,0,113,0
0,1,6826.43,6826.43,0,1,0,113,0
1,2,50027.67,50027.67,0,3,0,28,0
0,1,14944.77,14944.77,0,1,0,113,0
0,1,67464.08,67464.08,0,1,0,113,0
2,1,3881.21,3881.21,0,1,0,114,0
1,15,322886.28,322886.28,0,52,8,62,0
2,6,35037.57,35037.57,0,19,0,60,0
2,12,332703.41,647203.88,0,41,8,50,1
1,2,2132.99,2132.99,0,4,8,69,0
2,12,1093430.43,5782912.75,0,49,0,53,1
2,11,665.81,665.81,0,22,0,57,0
1,4,11366.92,11366.92,0,6,4,41,0
2,5,10010.22,60188.1,0,22,4,49,1
1,1,4735.01,4735.01,0,1,4,37,0
2,6,73780.96,73780.96,0,66,8,42,0
2,1,3.68,7595.89,0,1,3,35,0
2,4,1953.49,1953.49,0,4,8,58,0
2,8,14177.6,153649.88,0,16,8,63,0
1,7,3963.25,273423.2,0,33,4,64,1
1,1,20968.07,20968.07,0,1,6,32,0
1,1,1163.74,1163.74,0,1,3,39,0
2,1,123.11,123.11,0,1,4,37,0
1,3,61.98,61.98,0,8,3,54,0
1,40,2038466.63,2260056.21,0,186,2,48,0
1,1,18228.76,18228.76,0,1,8,54,0
1,15,1105230.24,1105230.24,0,102,4,54,0
2,35,190306.67,364975.75,0,379,8,44,1
1,3,2059.96,2059.96,0,3,0,51,0
1,3,639.98,639.98,0,4,0,36,0
1,2,5079.08,5079.08,1552737.5,4,8,45,0
2,1,1102.3,1102.3,0,2,3,58,0
2,11,257428.23,257428.23,4464713.42,75,8,50,0
2,11,620000,620000,0,11,8,66,0
2,1,18000,18000,0,1,0,60,0
1,1,5284.22,5284.22,0,1,0,42,0
1,5,120410.39,120410.39,0,9,0,45,0
1,5,12411.08,12411.08,0,6,3,45,0
2,9,988800.57,988800.57,0,18,3,50,0
2,2,311735.63,311735.63,5026360,3,1,48,0
2,1,470.53,470.53,0,7,0,49,0
2,13,201251.3,201251.3,0,120,3,69,0
2,5,15370.94,15370.94,0,34,0,63,0
1,3,199267.2,199267.2,0,3,0,46,0
1,4,463118.47,463118.47,3002800,5,8,36,0
1,1,548.72,548.72,502750,2,1,48,0
1,1,7919.95,7919.95,0,1,0,39,0
1,1,31765.29,31765.29,0,1,0,44,0
1,1,115835.31,115835.31,0,1,0,39,0
1,1,30000,30000,0,13,0,50,0
2,2,1210.77,1210.77,0,2,0,61,0
1,3,1799.52,1799.52,0,5,0,49,0
1,1,266.91,266.91,0,1,0,49,0
2,1,3121.76,3121.76,0,1,0,42,0
2,32,321714.1,745941.49,0,308,4,33,0
2,22,165865.11,367933.51,0,53,3,37,1
2,5,50387.17,50387.17,0,6,2,41,0
2,16,428391.52,428391.52,0,19,8,44,0
1,5,4493.77,4493.77,0,10,3,49,0
1,8,33877.44,33877.44,0,8,4,39,0
2,3,158.05,80661.62,0,3,0,38,0
1,1,57.22,57.22,0,4,0,62,0
2,15,367578.74,2351161.26,0,84,4,47,1
2,1,506.07,506.07,0,1,0,40,0
2,3,25334.18,25334.18,0,4,8,37,0
1,4,705.76,705.76,0,8,0,42,0
2,26,673976.49,782524.25,178801.2,102,4,37,1
1,11,1260007.12,1260007.12,0,69,0,57,0
2,2,7029.52,7029.52,0,13,0,39,0
1,13,278187.35,556187.35,0,104,0,71,0
1,1,287.92,287.92,0,1,0,61,0
1,2,3664.19,3664.19,0,2,0,42,0
1,2,4084.17,4084.17,0,2,0,54,0
1,5,8.35,100343.69,0,14,8,50,1
2,2,106650.93,106650.93,0,4,0,51,0
1,3,1317.64,1317.64,0,3,0,57,0
1,1,2353.97,2353.97,0,1,0,49,0
1,3,190000,190000,0,9,0,43,0
2,7,1115538.11,1115538.11,0,15,1,57,0
1,1,16646.44,16646.44,0,2,0,38,0
2,5,819.12,819.12,0,7,0,46,0
1,2,1917.52,1917.52,0,8,0,59,0
2,2,40004.5,40004.5,0,2,8,65,0
2,1,3.2,3.2,0,3,8,62,0
2,3,127005.18,127005.18,0,5,0,73,0
1,7,49584.4,590493.89,0,55,0,61,1
1,6,182390.08,182390.08,0,35,3,50,0
1,2,7066.02,13734.11,0,12,8,71,1
1,1,1377.33,1377.33,0,2,8,68,0
1,1,2719.76,2719.76,0,1,0,50,0
2,1,35601.07,35601.07,0,1,3,33,0
1,9,91785.4,91785.4,0,13,0,61,0
2,5,293.78,293.78,0,5,3,44,0
1,7,215717.74,215717.74,2816808,7,3,43,0
1,4,9457.38,9457.38,0,5,3,44,0
2,1,26888.47,26888.47,0,3,0,52,0
2,25,2990553.92,6577898.17,0,68,8,59,1
1,6,27877.11,27877.11,0,83,6,65,0
1,1,707.71,707.71,0,1,8,48,0
2,2,275.31,275.31,0,29,8,43,0
1,15,25460.66,25460.66,0,50,3,44,0
2,6,219070.38,219070.38,0,10,0,42,0
1,4,191065.47,191065.47,0,10,0,48,0
1,7,176240.76,176240.76,0,13,8,64,0
1,1,40000,40000,0,1,0,48,0
1,5,105836.49,313436.49,0,12,0,60,0
2,2,8100.19,54827.59,0,4,0,37,1
1,10,133798.7,133798.7,5010833.33,17,8,49,0
2,10,82441.22,96318.21,0,11,0,51,0
2,6,139719.37,139719.37,0,17,8,50,0
2,1,1276.64,1276.64,0,1,0,33,0
1,16,59708.93,236100.06,0,253,4,37,0
1,2,914.62,914.62,0,2,0,40,0
2,1,2099.77,2099.77,0,1,0,34,0
1,2,2231.61,2231.61,0,8,0,52,0
1,2,83730.3,811271.12,0,2,0,78,1
2,16,3774.28,135499.74,0,42,8,63,0
1,5,5404,20412.22,0,6,0,50,1
1,2,52316.63,52316.63,0,2,8,41,0
2,0,25666.67,25666.67,0,8,0,75,0
1,3,15034.62,15034.62,0,3,3,39,0
1,2,1007.25,1007.25,0,2,0,41,0
1,9,22526.82,22526.82,0,38,0,46,0
1,5,124107.04,124107.04,4601849.07,9,3,52,0
1,11,17824.04,17824.04,0,11,8,47,0
2,2,164079.94,204179.94,0,3,0,45,0
1,6,10035.09,10035.09,0,6,0,41,0
2,3,10746.29,10746.29,0,5,0,48,0
2,4,378303.84,378303.84,0,7,0,42,0
2,1,417.26,417.26,0,1,0,47,0
2,2,6862.02,6862.02,0,3,3,50,0
1,1,1964.12,1964.12,1005500,1,6,34,0
1,7,471.03,471.03,0,7,0,51,0
2,2,55893.05,55893.05,0,3,0,48,0
2,7,1093.47,617922.99,0,28,0,58,1
2,8,61540.62,61540.62,0,10,0,50,0
1,3,11494.76,11494.76,0,7,0,58,0
2,1,15000,15000,0,4,0,54,0
2,2,40169.61,40169.61,0,2,0,38,0
1,11,463217.73,463217.73,0,15,4,60,0
2,10,30132.69,35401.17,0,22,0,49,0
1,1,100000,100000,0,2,0,58,0
2,3,13742.5,13742.5,0,32,0,41,0
2,1,748.65,748.65,0,1,0,42,0
1,9,1197271.64,1197271.64,0,15,0,68,0
1,3,458620,458620,0,4,0,53,0
2,5,73178.23,133988.23,0,20,0,55,1
1,1,100025.86,100025.86,0,1,0,40,0
1,1,598272.38,1242988.49,0,2,0,39,1
1,1,20700,20700,0,1,0,41,0
1,3,34019.23,34019.23,0,13,8,56,0
2,2,141.11,111517.62,0,2,0,40,1
1,2,4894.67,4894.67,0,3,0,49,0
2,12,90762.85,90762.85,0,98,4,43,0
1,1,245.43,4080.42,0,2,0,43,0
1,5,95294.32,95294.32,0,61,4,39,0
2,1,90676.86,508957.64,0,4,0,51,1
2,4,57127.5,57127.55,0,4,2,37,0
1,3,4962.1,4962.1,0,6,0,58,0
2,9,346183.41,346183.41,0,22,3,43,0
1,3,35003.9,35003.9,0,5,8,60,0
1,1,50004.22,50004.22,0,3,0,49,0
2,9,448776.01,448776.01,0,37,8,70,0
1,5,186832.02,186832.02,0,6,0,47,0
1,3,697.74,697.74,0,12,0,53,0
2,2,12303.45,250827.35,0,6,0,68,1
2,3,81630.81,81630.81,0,6,8,49,0
1,1,17138.08,17138.08,0,1,0,40,0
1,2,2238.31,2238.31,0,2,0,50,0
2,8,13590.68,409111.79,0,26,0,55,1
2,3,2626.67,2626.67,0,5,0,67,0
2,4,68623.49,68623.49,0,17,0,77,0
2,1,44211.1,44211.1,2574131,1,8,44,0
1,9,25317177.87,25317177.87,0,81,3,43,0
2,3,17296.35,17296.35,0,6,0,45,0
2,5,54191.66,54191.66,0,7,0,72,0
2,5,76271.4,2141099.62,0,10,4,45,1
1,0,0,4000,0,0,0,65,0
1,4,600043.2,600043.2,0,15,0,60,0
2,3,83001.44,83001.44,0,6,0,60,0
2,14,197051.25,346178.58,0,15,4,40,1
1,4,578.41,578.41,0,8,0,88,0
2,3,693.45,693.45,0,5,0,73,0
2,6,71.4,71.4,0,16,0,59,0
2,20,641003.58,641003.58,0,27,3,43,0
1,13,60408.81,160408.81,0,27,8,69,0
2,3,24746.02,54919.91,0,7,0,66,1
2,4,3581.73,3581.73,0,6,0,72,0
1,7,511224.27,511224.27,0,35,0,73,0
2,7,260004.39,260004.39,0,8,0,50,0
2,3,4431.47,4431.47,0,13,0,50,0
2,1,68529.04,68529.04,0,1,0,63,0
1,1,2.67,2.67,0,16,5,67,0
2,2,44333.33,44333.33,0,4,0,62,0
1,5,0.86,0.86,0,14,0,73,0
2,8,106.95,9106.95,0,18,6,60,0
1,6,132031.39,222576.94,0,18,8,61,1
2,6,59981.41,59981.41,0,17,3,48,0
2,3,5303.2,5303.2,0,7,0,43,0
1,7,2625.59,405641.75,0,11,0,59,1
1,1,10637.95,10637.95,0,1,0,44,0
2,11,219276.88,583434.92,0,81,2,40,1
2,1,7.48,7.48,0,7,0,58,0
2,5,3011,3011,0,7,8,37,0
1,5,16111.93,16111.93,0,6,0,50,0
1,10,937.26,937.26,0,10,0,43,0
2,1,735.17,735.17,0,2,0,35,0
2,1,10686.38,10686.38,0,2,0,71,0
1,1,33001.72,33001.72,0,3,0,44,0
2,7,751.02,751.02,0,16,8,50,0
2,5,5210.35,65928.5,0,14,1,53,1
2,17,281878.48,281878.48,0,85,0,62,0
1,11,92208.24,92208.24,0,26,8,59,0
1,5,1523961,1625658.58,0,16,0,51,1
2,5,392.75,392.75,0,5,8,57,0
1,1,25117.08,25117.08,0,2,0,56,0
1,7,94184.81,94184.81,0,12,0,71,0
2,2,957257.36,957257.36,3008400,2,1,45,0
2,14,1643815.29,1643815.29,0,29,1,37,0
2,4,8.54,157758.69,0,6,0,40,0
2,4,71865.7,171865.7,0,4,0,50,0
1,13,215879.39,215879.39,665142.87,32,4,40,0
1,4,551.7,551.7,0,6,0,57,0
2,1,1812.11,1812.11,0,1,0,39,0
1,35,1183191.35,3919477.3,0,115,4,40,1
1,19,3123.89,3123.89,0,19,4,37,0
1,5,2389111.83,3389992.74,0,8,0,42,1
1,3,47184.7,47184.7,0,3,0,51,0
2,27,1938094.57,3509919.05,0,124,8,45,1
2,1,9381.89,9381.89,0,2,0,41,0
1,6,209729.52,831151.47,0,11,3,55,1
1,30,283589.95,5730465.31,0,323,3,49,1
2,5,1054.46,1054.46,0,5,0,40,0
2,3,40715.79,161112.4,0,4,0,44,1
1,4,168854,168854,0,4,0,42,0
2,14,130795.45,660090.96,0,99,8,49,1
2,36,1032238.05,10802736.31,0,257,4,48,1
1,13,451265.01,2582098.03,0,41,0,43,1
2,28,128822.12,487447.89,0,172,4,40,1
2,8,159064.04,228690.36,0,14,0,53,1
2,23,15469.13,15469.13,0,187,2,48,0
2,3,27966.39,27966.39,0,3,8,39,0
1,4,780.49,72584.38,0,4,0,40,0
2,36,253494.9,3409388.73,0,92,4,37,1
1,6,2960.83,2960.83,0,9,0,44,0
1,1,2622.01,2622.01,0,2,0,60,0
2,1,20270.19,20270.19,0,1,0,47,0
2,1,8784.05,8784.05,0,1,0,74,0
1,1,2393.45,2393.45,0,1,0,47,0
2,15,56435.69,206806.07,0,142,4,50,1
1,3,731.29,731.29,0,3,0,59,0
1,4,26684.21,26684.21,0,4,1,50,0
2,10,20.12,20.12,0,16,8,58,0
2,3,8745.36,8745.36,0,3,4,43,0
2,14,34899.48,2269404.64,0,27,0,53,1
1,1,405.22,405.22,0,1,0,59,0
1,17,667798.54,667798.54,0,42,4,48,0
2,1,2726.87,2726.87,264152.78,1,8,46,0
1,5,190987.83,190987.83,0,9,8,67,0
1,14,149787.3,149787.3,0,57,8,75,0
2,1,11284.68,11284.68,0,9,0,50,0
2,4,50216.32,50216.32,0,15,0,72,0
2,1,109.54,109.54,0,3,0,49,0
1,5,37424.63,37424.63,0,6,4,54,0
2,2,200200.13,200200.13,0,3,0,62,0
1,4,4914.54,4914.54,0,6,0,46,0
2,3,27712.96,27712.96,0,4,3,50,0
1,2,25772.63,25772.63,0,3,8,48,0
2,1,24491.87,236506.79,0,2,0,47,1
1,2,1976.08,287957.53,0,14,0,79,1
2,1,40000,40000,0,1,8,62,0
1,5,1665.33,1665.33,0,5,3,31,0
1,1,100000,100000,0,5,0,47,0
1,6,7978.79,7978.79,0,16,0,37,0
2,4,5717.08,5717.08,0,7,0,46,0
2,2,10157.31,10157.31,0,5,0,52,0
2,6,98812.34,610170.67,0,23,3,43,1
1,3,627.52,627.52,0,3,0,50,0
1,4,5129.75,5129.75,0,12,0,50,0
2,4,1183199.76,1183199.76,0,7,0,50,0
1,2,20182.82,20182.82,0,2,0,50,0
1,14,180643.74,180643.74,0,35,8,67,0
2,12,869431.09,869431.09,0,21,0,64,0
1,5,403261.59,1332527.26,0,5,0,43,1
2,2,808.55,808.55,0,2,0,44,0
2,3,2984.98,2984.98,0,8,0,47,0
2,35,395505.92,1973224.8,0,240,4,53,1
2,1,6616.3,6616.3,0,4,0,48,0
2,5,452.8,452.8,0,5,0,49,0
2,5,407746.96,407746.96,0,13,0,52,0
2,1,4698.24,4698.24,0,1,0,43,0
1,2,89001.28,89001.28,0,9,0,74,0
2,2,98000,98000,0,2,0,54,0
1,14,35993.53,752967.15,0,33,0,42,1
1,5,43019.74,43019.74,0,6,3,48,0
1,1,803.99,803.99,0,1,1,51,0
2,2,5413.7,5413.7,0,5,0,45,0
1,6,585.11,585.11,0,20,3,59,0
1,3,60437.92,60437.92,0,4,1,57,0
2,7,1266969.11,1301643.49,0,147,4,40,0
2,3,39157.23,39157.23,0,5,4,43,0
2,1,1395.29,1395.29,0,7,0,48,0
2,1,3836.04,3836.04,0,4,0,43,0
2,11,165100,165100,0,30,0,53,0
1,18,118321.01,472719.98,0,37,4,53,1
2,13,22657.77,22657.77,0,36,0,56,0
2,17,192238.82,231896.93,0,28,8,80,0
1,4,505891.89,505891.89,0,4,8,49,0
2,5,671.17,671.17,0,15,0,56,0
2,6,15988.84,15988.84,0,7,0,61,0
2,10,12215.29,862215.29,0,50,8,51,0
1,3,528.98,528.98,0,7,0,41,0
1,16,63278.89,63278.89,0,65,3,31,0
2,24,249695.21,249695.21,0,84,8,32,0
2,4,1730.72,1730.72,0,14,0,59,0
1,4,17549.17,17549.17,0,10,0,68,0
2,15,64168.19,748847.2,0,74,4,50,1
1,1,576.93,576.93,0,1,0,72,0
1,17,181398.86,181398.86,0,20,2,41,0
2,21,614056.94,614056.94,3015000,132,3,49,0
1,24,138263.07,294027.74,0,54,4,36,1
2,22,428857.26,4708016.15,0,180,4,43,1
1,17,30686736.99,30686736.99,0,24,3,51,0
2,5,553.29,553.29,0,7,0,49,0
2,9,3649.33,104112.82,0,38,8,47,1
2,7,41376.23,397033.31,0,31,4,60,1
1,9,22211.35,22211.35,0,15,3,62,0
1,14,13949.52,13949.52,0,21,3,48,0
2,5,334692.87,667525.02,0,30,8,41,1
1,11,23468.42,23468.42,0,55,4,35,0
1,12,7841.05,7841.05,0,44,4,56,0
2,7,138088.5,138088.5,0,23,0,76,0
2,4,554.15,554.15,0,10,0,60,0
2,9,4331636.68,4331636.68,0,47,3,48,0
2,8,16161.05,524821.23,0,15,8,48,0
1,4,27423.34,27423.34,0,6,3,42,0
2,29,483863.08,675978.81,0,100,8,43,1
1,18,105099.93,105099.93,0,24,2,56,0
2,1,15168.28,15168.28,0,2,0,80,0
2,2,129.32,137203.57,0,15,8,54,1
1,7,194410.55,194410.55,5018416.67,7,8,51,0
2,9,222625.87,1712812.72,0,52,0,55,1
2,3,72310.55,72310.55,0,7,0,57,0
2,1,21802.93,21802.93,0,1,8,44,0
1,3,674.07,674.07,0,7,0,42,0
1,2,1762.06,1762.06,0,2,0,50,0
1,4,49340.42,49340.42,0,5,7,56,0
2,3,3653.81,3653.81,0,3,0,49,0
1,4,842660.62,842660.62,0,5,0,45,0
1,1,1677.34,1677.34,0,2,3,47,0
1,3,10255.84,10255.84,0,31,0,114,0
2,3,82684.59,82684.59,0,9,3,51,0
1,4,126985.05,126985.05,0,4,0,50,0
1,6,10117.31,10117.31,0,7,0,54,0
2,1,31981.5,31981.5,0,4,0,58,0
1,1,8095.38,8095.38,0,1,0,50,0
1,13,94286.93,94286.93,0,40,2,36,0
2,3,123690.04,123690.04,0,5,0,50,0
2,10,220333.33,220333.33,0,16,0,60,0
1,1,3016.51,3016.51,0,1,0,70,0
1,2,990.59,990.59,0,4,2,44,0
1,1,688.13,688.13,0,2,0,48,0
1,1,303824.28,303824.28,0,1,0,51,0
1,2,1861.04,1861.04,0,3,0,56,0
1,6,20888.21,20888.21,0,13,8,47,0
2,1,2036.98,2036.98,0,1,0,66,0
2,12,687355.57,1942171.93,0,78,4,48,1
2,6,79723.04,283108.46,0,11,0,65,1
2,2,21928.35,219785.02,0,28,0,52,1
1,3,5514.11,5514.11,0,4,3,50,0
2,20,1097658.95,1097658.95,0,33,3,46,0
2,2,764.84,764.84,0,2,0,114,0
1,1,20000,20000,0,4,0,83,0
2,2,27937.88,27937.88,0,3,0,64,0
2,3,216676.8,216676.8,0,13,0,49,0
2,16,412335.12,412335.12,0,46,8,43,0
1,3,21489.49,21489.49,0,4,0,48,0
1,3,60079.2,60079.2,0,6,0,69,0
1,1,9517.03,9517.03,0,1,4,36,0
2,2,97427.88,97427.88,0,3,0,59,0
2,4,159103.95,159103.95,0,13,4,49,0
2,1,7807.42,7807.42,0,3,0,71,0
2,7,40747.45,217360.98,0,28,3,53,1
2,10,341050,341050,0,36,0,67,0
1,3,11529.79,11529.79,0,5,0,41,0
2,12,475259.67,3718857.39,0,39,0,39,0
2,1,7052.89,7052.89,0,1,0,50,0
1,3,98200,98200,0,5,0,48,0
1,1,801.11,801.11,0,1,0,43,0
2,8,146.49,40660.86,0,8,0,43,0
1,1,5.06,5.06,0,2,8,48,0
2,1,620.58,620.58,0,21,0,57,0
1,9,376259.65,376259.65,0,13,4,48,0
2,56,32070.8,56125.96,0,199,4,39,1
2,12,46194.85,388450.69,0,63,3,56,1
1,11,4873.52,4873.52,0,11,0,47,0
2,2,60004.86,60004.86,0,6,0,74,0
2,5,80751.64,260094.06,0,8,0,61,1
2,22,1300081.7,1359453.84,0,54,0,50,1
2,2,33110.32,33110.32,0,2,0,43,0
2,1,2740.85,2740.85,0,1,0,47,0
1,3,11805.23,11805.23,0,3,8,50,0
1,1,1274.18,1274.18,0,1,0,113,0
1,4,20005.22,20005.22,0,5,0,34,0
1,6,35042.4,368797.88,0,43,3,69,1
2,6,140012.08,341166.05,0,39,0,62,1
2,2,22396.14,22396.14,0,7,0,49,0
2,4,34222.91,34222.91,0,7,0,60,0
1,4,62839.49,62839.49,0,6,0,71,0
2,3,40074.88,40074.88,0,3,8,64,0
2,5,51651.24,2297250.15,0,26,8,63,1
2,1,2986.49,2986.49,0,1,0,71,0
1,2,30000,30000,0,2,8,58,0
2,1,9014.67,139722.48,0,1,8,55,1
2,3,2415.24,2415.24,0,9,8,56,0
1,4,286002.07,286002.07,0,23,0,69,0
2,24,678506.26,678506.26,0,44,8,70,0
1,3,38.21,13907.08,0,5,0,65,0
1,9,151050.01,151050.01,0,14,0,75,0
1,6,165001.63,183001.63,0,13,0,80,0
2,5,102112.56,102112.56,0,14,0,59,0
1,8,140178.4,140178.4,0,13,0,57,0
2,1,16900.88,226122.31,0,1,0,71,1
